decisionTree keys: causes,questions
diagnostic_flow length: 1
fastAnswer: Check the thermostat settings.
[2026-03-25T03:04:01.823Z] RENDERING SLUG: ac-not-cooling | schema_version: undefined | page_type: undefined

[DB CONNECTION] Connecting to: postgresql://neondb_owner:***@ep-solitary-darkness-anw3z5fo-pooler.c-6.us-east-1.aws.neon.tech/neondb?sslmode=require&channel_binding=require

[DB FETCH SUCCESS] ac-not-cooling | diagnose | ROWS: 0

[DB FETCH SUCCESS] ac-not-cooling | diagnose | ROWS: 0

[DB FETCH SUCCESS] ac-not-cooling | symptom | ROWS: 1

[2026-03-25T17:46:15.671Z] RENDERING SLUG: ac-not-cooling | schema_version: v2_goldstandard | page_type: symptom

[DB FETCH SUCCESS] ac-not-cooling | symptom | ROWS: 1

[DB CONNECTION] Connecting to: postgresql://neondb_owner:***@ep-solitary-darkness-anw3z5fo-pooler.c-6.us-east-1.aws.neon.tech/neondb?sslmode=require&channel_binding=require

[DB FETCH SUCCESS] ac-not-cooling | diagnose | ROWS: 0

[DB FETCH SUCCESS] ac-not-cooling | diagnose | ROWS: 0

[DB FETCH SUCCESS] ac-not-cooling | symptom | ROWS: 1

[DB FETCH SUCCESS] ac-not-cooling | symptom | ROWS: 1

[2026-03-25T17:51:34.762Z] RENDERING SLUG: ac-not-cooling | schema_version: v2_goldstandard | page_type: symptom

[DB CONNECTION] Connecting to: postgresql://neondb_owner:***@ep-solitary-darkness-anw3z5fo-pooler.c-6.us-east-1.aws.neon.tech/neondb?sslmode=require&channel_binding=require

[DB FETCH SUCCESS] ac-not-cooling | diagnose | ROWS: 0

[DB FETCH SUCCESS] ac-not-cooling | diagnose | ROWS: 0

[DB FETCH SUCCESS] ac-not-cooling | symptom | ROWS: 1

[DB FETCH SUCCESS] ac-not-cooling | symptom | ROWS: 1

[2026-03-25T17:54:30.299Z] RENDERING SLUG: ac-not-cooling | schema_version: v2_goldstandard | page_type: symptom

[DB CONNECTION] Connecting to: postgresql://neondb_owner:***@ep-solitary-darkness-anw3z5fo-pooler.c-6.us-east-1.aws.neon.tech/neondb?sslmode=require&channel_binding=require

[DB FETCH SUCCESS] ac-not-cooling | diagnose | ROWS: 0

[DB FETCH SUCCESS] ac-not-cooling | diagnose | ROWS: 0

[DB FETCH SUCCESS] ac-not-cooling | symptom | ROWS: 1

[2026-03-25T17:54:37.241Z] RENDERING SLUG: ac-not-cooling | schema_version: v2_goldstandard | page_type: symptom

[DB FETCH SUCCESS] ac-not-cooling | symptom | ROWS: 1

[DB CONNECTION] Connecting to: postgresql://neondb_owner:***@ep-solitary-darkness-anw3z5fo-pooler.c-6.us-east-1.aws.neon.tech/neondb?sslmode=require&channel_binding=require

[DB FETCH SUCCESS] ac-not-cooling | diagnose | ROWS: 0

[DB FETCH SUCCESS] ac-not-cooling | diagnose | ROWS: 0

[DB FETCH SUCCESS] ac-not-cooling | symptom | ROWS: 1

[2026-03-25T18:30:21.763Z] RENDERING SLUG: ac-not-cooling | schema_version: v2_goldstandard | page_type: symptom

[DB FETCH SUCCESS] ac-not-cooling | symptom | ROWS: 1

[DB CONNECTION] Connecting to: postgresql://neondb_owner:***@ep-solitary-darkness-anw3z5fo-pooler.c-6.us-east-1.aws.neon.tech/neondb?sslmode=require&channel_binding=require

[DB FETCH SUCCESS] ac-not-cooling | diagnose | ROWS: 0

[DB FETCH SUCCESS] ac-not-cooling | diagnose | ROWS: 0

[DB FETCH SUCCESS] ac-not-cooling | symptom | ROWS: 1

[2026-03-25T18:38:55.700Z] RENDERING SLUG: ac-not-cooling | schema_version: v2_goldstandard | page_type: symptom

[DB FETCH SUCCESS] ac-not-cooling | symptom | ROWS: 1

[DB FETCH SUCCESS] ac-not-cooling | diagnose | ROWS: 0

[DB FETCH SUCCESS] ac-not-cooling | diagnose | ROWS: 0

[DB FETCH SUCCESS] ac-not-cooling | symptom | ROWS: 1

[2026-03-25T18:46:45.568Z] RENDERING SLUG: ac-not-cooling | schema_version: v2_goldstandard | page_type: symptom

[DB FETCH SUCCESS] ac-not-cooling | symptom | ROWS: 1

[DB CONNECTION] Connecting to: postgresql://neondb_owner:***@ep-solitary-darkness-anw3z5fo-pooler.c-6.us-east-1.aws.neon.tech/neondb?sslmode=require&channel_binding=require

[DB FETCH SUCCESS] ac-not-cooling | diagnose | ROWS: 0

[DB FETCH SUCCESS] ac-not-cooling | diagnose | ROWS: 0

[DB FETCH SUCCESS] ac-not-cooling | symptom | ROWS: 1

[2026-03-25T18:51:57.977Z] RENDERING SLUG: ac-not-cooling | schema_version: v2_goldstandard | page_type: symptom

[DB FETCH SUCCESS] ac-not-cooling | symptom | ROWS: 1

[DB CONNECTION] Connecting to: postgresql://neondb_owner:***@ep-solitary-darkness-anw3z5fo-pooler.c-6.us-east-1.aws.neon.tech/neondb?sslmode=require&channel_binding=require

[DB CONNECTION] Connecting to: postgresql://neondb_owner:***@ep-solitary-darkness-anw3z5fo-pooler.c-6.us-east-1.aws.neon.tech/neondb?sslmode=require&channel_binding=require

[DB CONNECTION] Connecting to: postgresql://neondb_owner:***@ep-solitary-darkness-anw3z5fo-pooler.c-6.us-east-1.aws.neon.tech/neondb?sslmode=require&channel_binding=require

[DB CONNECTION] Connecting to: postgresql://neondb_owner:***@ep-solitary-darkness-anw3z5fo-pooler.c-6.us-east-1.aws.neon.tech/neondb?sslmode=require&channel_binding=require

[DB FETCH SUCCESS] ac-blowing-warm-air | diagnose | ROWS: 0

[DB FETCH SUCCESS] ac-blowing-warm-air | diagnose | ROWS: 0

[DB FETCH SUCCESS] ac-blowing-warm-air | symptom | ROWS: 0

[DB FETCH SUCCESS] ac-blowing-warm-air | condition | ROWS: 0

[DB FETCH SUCCESS] ac-blowing-warm-air | system | ROWS: 0

[DB FETCH SUCCESS] ac-blowing-warm-air | symptom | ROWS: 0

[DB FETCH SUCCESS] ac-blowing-warm-air | condition | ROWS: 0

[DB FETCH SUCCESS] ac-blowing-warm-air | system | ROWS: 0

[DB FETCH SUCCESS] ac-blowing-warm-air | diagnose | ROWS: 0

[DB FETCH SUCCESS] ac-blowing-warm-air | symptom | ROWS: 0

[DB FETCH SUCCESS] ac-blowing-warm-air | diagnose | ROWS: 0

[DB FETCH SUCCESS] ac-blowing-warm-air | condition | ROWS: 0

[DB FETCH SUCCESS] ac-blowing-warm-air | symptom | ROWS: 0

[DB FETCH SUCCESS] ac-blowing-warm-air | system | ROWS: 0

[DB FETCH SUCCESS] ac-blowing-warm-air | condition | ROWS: 0

[DB FETCH SUCCESS] ac-blowing-warm-air | system | ROWS: 0

[DB FETCH SUCCESS] ac-blowing-warm-air | diagnose | ROWS: 0

[DB FETCH SUCCESS] ac-blowing-warm-air | symptom | ROWS: 0

[DB FETCH SUCCESS] ac-blowing-warm-air | diagnose | ROWS: 0

[DB FETCH SUCCESS] ac-blowing-warm-air | condition | ROWS: 0

[DB FETCH SUCCESS] ac-blowing-warm-air | symptom | ROWS: 0

[DB FETCH SUCCESS] ac-blowing-warm-air | system | ROWS: 0

[DB FETCH SUCCESS] ac-blowing-warm-air | condition | ROWS: 0

[DB FETCH SUCCESS] ac-blowing-warm-air | system | ROWS: 0

[DB FETCH SUCCESS] ac-blowing-warm-air | diagnose | ROWS: 0

[DB FETCH SUCCESS] ac-blowing-warm-air | diagnose | ROWS: 0

[DB FETCH SUCCESS] ac-blowing-warm-air | symptom | ROWS: 0

[DB FETCH SUCCESS] ac-blowing-warm-air | symptom | ROWS: 0

[DB FETCH SUCCESS] ac-blowing-warm-air | condition | ROWS: 0

[DB FETCH SUCCESS] ac-blowing-warm-air | condition | ROWS: 0

[DB FETCH SUCCESS] ac-blowing-warm-air | system | ROWS: 0

[DB FETCH SUCCESS] ac-blowing-warm-air | system | ROWS: 0

[DB FETCH SUCCESS] ac-blowing-warm-air | diagnose | ROWS: 0

[DB FETCH SUCCESS] ac-blowing-warm-air | diagnose | ROWS: 0

[DB FETCH SUCCESS] ac-blowing-warm-air | symptom | ROWS: 0

[DB FETCH SUCCESS] ac-blowing-warm-air | symptom | ROWS: 0

[DB FETCH SUCCESS] ac-blowing-warm-air | condition | ROWS: 0

[DB FETCH SUCCESS] ac-blowing-warm-air | condition | ROWS: 0

[DB FETCH SUCCESS] ac-blowing-warm-air | system | ROWS: 0

[DB FETCH SUCCESS] ac-blowing-warm-air | system | ROWS: 0

[DB FETCH SUCCESS] ac-blowing-warm-air | diagnose | ROWS: 0

[DB FETCH SUCCESS] ac-blowing-warm-air | diagnose | ROWS: 0

[DB FETCH SUCCESS] ac-blowing-warm-air | symptom | ROWS: 0

[DB FETCH SUCCESS] ac-blowing-warm-air | symptom | ROWS: 0

[DB FETCH SUCCESS] ac-blowing-warm-air | condition | ROWS: 0

[DB FETCH SUCCESS] ac-blowing-warm-air | condition | ROWS: 0

[DB FETCH SUCCESS] ac-blowing-warm-air | system | ROWS: 0

[DB FETCH SUCCESS] ac-blowing-warm-air | system | ROWS: 0

[DB FETCH SUCCESS] ac-freezing-up | diagnose | ROWS: 0

[DB FETCH SUCCESS] ac-freezing-up | diagnose | ROWS: 0

[DB FETCH SUCCESS] ac-freezing-up | symptom | ROWS: 0

[DB FETCH SUCCESS] ac-freezing-up | symptom | ROWS: 0

[DB FETCH SUCCESS] ac-freezing-up | condition | ROWS: 0

[DB FETCH SUCCESS] ac-freezing-up | condition | ROWS: 0

[DB FETCH SUCCESS] ac-freezing-up | system | ROWS: 0

[DB FETCH SUCCESS] ac-freezing-up | system | ROWS: 0

[DB FETCH SUCCESS] ac-freezing-up | diagnose | ROWS: 0

[DB FETCH SUCCESS] ac-freezing-up | diagnose | ROWS: 0

[DB FETCH SUCCESS] ac-freezing-up | symptom | ROWS: 0

[DB FETCH SUCCESS] ac-freezing-up | symptom | ROWS: 0

[DB FETCH SUCCESS] ac-freezing-up | condition | ROWS: 0

[DB FETCH SUCCESS] ac-freezing-up | condition | ROWS: 0

[DB FETCH SUCCESS] ac-freezing-up | system | ROWS: 0

[DB FETCH SUCCESS] ac-freezing-up | system | ROWS: 0

[DB FETCH SUCCESS] ac-freezing-up | diagnose | ROWS: 0

[DB FETCH SUCCESS] ac-freezing-up | diagnose | ROWS: 0

[DB FETCH SUCCESS] ac-freezing-up | symptom | ROWS: 0

[DB FETCH SUCCESS] ac-freezing-up | symptom | ROWS: 0

[DB FETCH SUCCESS] ac-freezing-up | condition | ROWS: 0

[DB FETCH SUCCESS] ac-freezing-up | condition | ROWS: 0

[DB FETCH SUCCESS] ac-freezing-up | system | ROWS: 0

[DB FETCH SUCCESS] ac-freezing-up | system | ROWS: 0

[DB FETCH SUCCESS] ac-freezing-up | diagnose | ROWS: 0

[DB FETCH SUCCESS] ac-freezing-up | diagnose | ROWS: 0

[DB FETCH SUCCESS] ac-freezing-up | symptom | ROWS: 0

[DB FETCH SUCCESS] ac-freezing-up | symptom | ROWS: 0

[DB FETCH SUCCESS] ac-freezing-up | condition | ROWS: 0

[DB FETCH SUCCESS] ac-freezing-up | condition | ROWS: 0

[DB FETCH SUCCESS] ac-freezing-up | system | ROWS: 0

[DB FETCH SUCCESS] ac-freezing-up | system | ROWS: 0

[DB FETCH SUCCESS] ac-freezing-up | diagnose | ROWS: 0

[DB FETCH SUCCESS] ac-freezing-up | diagnose | ROWS: 0

[DB FETCH SUCCESS] ac-freezing-up | symptom | ROWS: 0

[DB FETCH SUCCESS] ac-freezing-up | symptom | ROWS: 0

[DB FETCH SUCCESS] ac-freezing-up | condition | ROWS: 0

[DB FETCH SUCCESS] ac-freezing-up | condition | ROWS: 0

[DB FETCH SUCCESS] ac-freezing-up | system | ROWS: 0

[DB FETCH SUCCESS] ac-freezing-up | system | ROWS: 0

[DB FETCH SUCCESS] ac-freezing-up | diagnose | ROWS: 0

[DB FETCH SUCCESS] ac-freezing-up | diagnose | ROWS: 0

[DB FETCH SUCCESS] ac-freezing-up | symptom | ROWS: 0

[DB FETCH SUCCESS] ac-freezing-up | symptom | ROWS: 0

[DB FETCH SUCCESS] ac-freezing-up | condition | ROWS: 0

[DB FETCH SUCCESS] ac-freezing-up | condition | ROWS: 0

[DB FETCH SUCCESS] ac-freezing-up | system | ROWS: 0

[DB FETCH SUCCESS] ac-freezing-up | system | ROWS: 0

[DB CONNECTION] Connecting to: postgresql://neondb_owner:***@ep-solitary-darkness-anw3z5fo-pooler.c-6.us-east-1.aws.neon.tech/neondb?sslmode=require&channel_binding=require

[DB CONNECTION] Connecting to: postgresql://neondb_owner:***@ep-solitary-darkness-anw3z5fo-pooler.c-6.us-east-1.aws.neon.tech/neondb?sslmode=require&channel_binding=require

[DB FETCH SUCCESS] ac-not-cooling | diagnose | ROWS: 0

[DB FETCH SUCCESS] ac-not-cooling | diagnose | ROWS: 0

[DB FETCH SUCCESS] ac-not-cooling | symptom | ROWS: 1

[2026-03-25T19:48:12.847Z] RENDERING SLUG: ac-not-cooling | schema_version: v2_goldstandard | page_type: symptom

[DB FETCH SUCCESS] ac-not-cooling | symptom | ROWS: 1

[DB FETCH SUCCESS] ac-not-cooling | diagnose | ROWS: 0

[DB FETCH SUCCESS] ac-not-cooling | diagnose | ROWS: 0

[DB FETCH SUCCESS] ac-not-cooling | symptom | ROWS: 1

[2026-03-25T19:48:13.232Z] RENDERING SLUG: ac-not-cooling | schema_version: v2_goldstandard | page_type: symptom

[DB FETCH SUCCESS] ac-not-cooling | symptom | ROWS: 1

[DB FETCH SUCCESS] ac-not-cooling | diagnose | ROWS: 0

[DB FETCH SUCCESS] ac-not-cooling | diagnose | ROWS: 0

[DB FETCH SUCCESS] ac-not-cooling | symptom | ROWS: 1

[2026-03-25T19:48:13.944Z] RENDERING SLUG: ac-not-cooling | schema_version: v2_goldstandard | page_type: symptom

[DB FETCH SUCCESS] ac-not-cooling | symptom | ROWS: 1

[DB CONNECTION] Connecting to: postgresql://neondb_owner:***@ep-solitary-darkness-anw3z5fo-pooler.c-6.us-east-1.aws.neon.tech/neondb?sslmode=require&channel_binding=require

[DB FETCH SUCCESS] ac-not-cooling | diagnose | ROWS: 0

[DB FETCH SUCCESS] ac-not-cooling | diagnose | ROWS: 0

[DB FETCH SUCCESS] ac-not-cooling | symptom | ROWS: 1

[2026-03-25T19:49:55.042Z] RENDERING SLUG: ac-not-cooling | schema_version: v2_goldstandard | page_type: symptom

[DB FETCH SUCCESS] ac-not-cooling | symptom | ROWS: 1

[DB CONNECTION] Connecting to: postgresql://neondb_owner:***@ep-solitary-darkness-anw3z5fo-pooler.c-6.us-east-1.aws.neon.tech/neondb?sslmode=require&channel_binding=require

[DB FETCH SUCCESS] ac-blowing-warm-air | diagnose | ROWS: 0

[DB FETCH SUCCESS] ac-blowing-warm-air | diagnose | ROWS: 0

[DB FETCH SUCCESS] ac-blowing-warm-air | symptom | ROWS: 1

[2026-03-25T19:53:06.752Z] RENDERING SLUG: ac-blowing-warm-air | schema_version: v2_goldstandard | page_type: symptom

[DB FETCH SUCCESS] ac-blowing-warm-air | symptom | ROWS: 1

[DB FETCH SUCCESS] ac-blowing-warm-air | diagnose | ROWS: 0

[DB FETCH SUCCESS] ac-blowing-warm-air | diagnose | ROWS: 0

[DB FETCH SUCCESS] ac-blowing-warm-air | symptom | ROWS: 1

[DB FETCH SUCCESS] ac-blowing-warm-air | symptom | ROWS: 1

[2026-03-25T19:53:07.338Z] RENDERING SLUG: ac-blowing-warm-air | schema_version: v2_goldstandard | page_type: symptom

[DB CONNECTION] Connecting to: postgresql://neondb_owner:***@ep-solitary-darkness-anw3z5fo-pooler.c-6.us-east-1.aws.neon.tech/neondb?sslmode=require&channel_binding=require

[DB FETCH SUCCESS] ac-not-cooling | diagnose | ROWS: 0

[DB FETCH SUCCESS] ac-not-cooling | diagnose | ROWS: 0

[DB FETCH SUCCESS] ac-not-cooling | symptom | ROWS: 1

[2026-03-25T20:07:14.983Z] RENDERING SLUG: ac-not-cooling | schema_version: v2_goldstandard | page_type: symptom

[DB FETCH SUCCESS] ac-not-cooling | symptom | ROWS: 1

[DB FETCH SUCCESS] ac-not-cooling | diagnose | ROWS: 0

[DB FETCH SUCCESS] ac-not-cooling | diagnose | ROWS: 0

[DB FETCH SUCCESS] ac-not-cooling | symptom | ROWS: 1

[2026-03-25T20:07:15.503Z] RENDERING SLUG: ac-not-cooling | schema_version: v2_goldstandard | page_type: symptom

[DB FETCH SUCCESS] ac-not-cooling | symptom | ROWS: 1

[DB FETCH SUCCESS] ac-not-cooling | diagnose | ROWS: 0

[DB FETCH SUCCESS] ac-not-cooling | symptom | ROWS: 1

[DB FETCH SUCCESS] ac-not-cooling | diagnose | ROWS: 0

[DB FETCH SUCCESS] ac-not-cooling | diagnose | ROWS: 0

[DB FETCH SUCCESS] ac-not-cooling | symptom | ROWS: 1

[DB FETCH SUCCESS] ac-not-cooling | symptom | ROWS: 1

[2026-03-25T20:07:34.209Z] RENDERING SLUG: ac-not-cooling | schema_version: v2_goldstandard | page_type: symptom

[DB FETCH SUCCESS] ac-not-cooling | diagnose | ROWS: 0

[DB FETCH SUCCESS] ac-not-cooling | symptom | ROWS: 1

[DB CONNECTION] Connecting to: postgresql://neondb_owner:***@ep-solitary-darkness-anw3z5fo-pooler.c-6.us-east-1.aws.neon.tech/neondb?sslmode=require&channel_binding=require

[DB FETCH SUCCESS] ac-not-cooling | diagnose | ROWS: 0

[DB FETCH SUCCESS] ac-not-cooling | diagnose | ROWS: 0

[DB FETCH SUCCESS] ac-not-cooling | symptom | ROWS: 1

[DB FETCH SUCCESS] ac-not-cooling | diagnose | ROWS: 0

[DB FETCH SUCCESS] ac-not-cooling | symptom | ROWS: 1

[2026-03-25T20:08:15.752Z] RENDERING SLUG: ac-not-cooling | schema_version: v2_goldstandard | page_type: symptom

[DB FETCH SUCCESS] ac-not-cooling | symptom | ROWS: 1

[2026-03-25T20:08:15.828Z] RENDERING SLUG: ac-not-cooling | schema_version: v2_goldstandard | page_type: symptom

[DB FETCH SUCCESS] ac-not-cooling | diagnose | ROWS: 0

[DB FETCH SUCCESS] ac-not-cooling | symptom | ROWS: 1

[DB FETCH SUCCESS] ac-not-cooling | diagnose | ROWS: 0

[DB FETCH SUCCESS] ac-not-cooling | diagnose | ROWS: 0

[DB FETCH SUCCESS] ac-not-cooling | symptom | ROWS: 1

[DB FETCH SUCCESS] ac-not-cooling | symptom | ROWS: 1

[2026-03-25T20:09:49.604Z] RENDERING SLUG: ac-not-cooling | schema_version: v2_goldstandard | page_type: symptom

[DB CONNECTION] Connecting to: postgresql://neondb_owner:***@ep-solitary-darkness-anw3z5fo-pooler.c-6.us-east-1.aws.neon.tech/neondb?sslmode=require&channel_binding=require

[DB CONNECTION] Connecting to: postgresql://neondb_owner:***@ep-solitary-darkness-anw3z5fo-pooler.c-6.us-east-1.aws.neon.tech/neondb?sslmode=require&channel_binding=require

[DB CONNECTION] Connecting to: postgresql://neondb_owner:***@ep-solitary-darkness-anw3z5fo-pooler.c-6.us-east-1.aws.neon.tech/neondb?sslmode=require&channel_binding=require

[DB FETCH SUCCESS] ac-not-cooling | diagnose | ROWS: 0

[DB FETCH SUCCESS] ac-not-cooling | diagnose | ROWS: 0

[DB FETCH SUCCESS] ac-not-cooling | symptom | ROWS: 1

[DB FETCH SUCCESS] ac-not-cooling | symptom | ROWS: 1

[2026-03-25T20:11:35.405Z] RENDERING SLUG: ac-not-cooling | schema_version: v2_goldstandard | page_type: symptom

[DB FETCH SUCCESS] ac-not-cooling | diagnose | ROWS: 0

[DB FETCH SUCCESS] ac-not-cooling | diagnose | ROWS: 0

[DB FETCH SUCCESS] ac-not-cooling | symptom | ROWS: 1

[DB FETCH SUCCESS] ac-not-cooling | symptom | ROWS: 1

[2026-03-25T20:17:10.737Z] RENDERING SLUG: ac-not-cooling | schema_version: v2_goldstandard | page_type: symptom

[DB FETCH SUCCESS] ac-not-cooling | diagnose | ROWS: 0

[DB FETCH SUCCESS] ac-not-cooling | diagnose | ROWS: 0

[DB FETCH SUCCESS] ac-not-cooling | symptom | ROWS: 1

[DB FETCH SUCCESS] ac-not-cooling | symptom | ROWS: 1

[2026-03-25T20:17:26.060Z] RENDERING SLUG: ac-not-cooling | schema_version: v2_goldstandard | page_type: symptom

[DB FETCH SUCCESS] ac-blowing-warm-air | diagnose | ROWS: 0

[DB FETCH SUCCESS] ac-blowing-warm-air | diagnose | ROWS: 0

[DB FETCH SUCCESS] ac-blowing-warm-air | symptom | ROWS: 1

[DB FETCH SUCCESS] ac-blowing-warm-air | symptom | ROWS: 1

[2026-03-25T20:27:19.820Z] RENDERING SLUG: ac-blowing-warm-air | schema_version: v2_goldstandard | page_type: symptom

[DB FETCH SUCCESS] ac-blowing-warm-air | diagnose | ROWS: 0

[DB FETCH SUCCESS] ac-blowing-warm-air | diagnose | ROWS: 0

[DB FETCH SUCCESS] ac-blowing-warm-air | symptom | ROWS: 1

[DB FETCH SUCCESS] ac-blowing-warm-air | symptom | ROWS: 1

[2026-03-25T20:27:41.524Z] RENDERING SLUG: ac-blowing-warm-air | schema_version: v2_goldstandard | page_type: symptom

[DB FETCH SUCCESS] ac-blowing-warm-air | diagnose | ROWS: 0

[DB FETCH SUCCESS] ac-blowing-warm-air | diagnose | ROWS: 0

[DB FETCH SUCCESS] ac-blowing-warm-air | symptom | ROWS: 1

[2026-03-25T20:27:43.407Z] RENDERING SLUG: ac-blowing-warm-air | schema_version: v2_goldstandard | page_type: symptom

[DB FETCH SUCCESS] ac-blowing-warm-air | symptom | ROWS: 1

[DB CONNECTION] Connecting to: postgresql://neondb_owner:***@ep-solitary-darkness-anw3z5fo-pooler.c-6.us-east-1.aws.neon.tech/neondb?sslmode=require&channel_binding=require

[DB CONNECTION] Connecting to: postgresql://neondb_owner:***@ep-solitary-darkness-anw3z5fo-pooler.c-6.us-east-1.aws.neon.tech/neondb?sslmode=require&channel_binding=require

[DB CONNECTION] Connecting to: postgresql://neondb_owner:***@ep-solitary-darkness-anw3z5fo-pooler.c-6.us-east-1.aws.neon.tech/neondb?sslmode=require&channel_binding=require

[DB CONNECTION] Connecting to: postgresql://neondb_owner:***@ep-solitary-darkness-anw3z5fo-pooler.c-6.us-east-1.aws.neon.tech/neondb?sslmode=require&channel_binding=require

[DB FETCH SUCCESS] ac-not-cooling | diagnose | ROWS: 0

[DB FETCH SUCCESS] ac-not-cooling | diagnose | ROWS: 0

[DB FETCH SUCCESS] ac-not-cooling | symptom | ROWS: 1

[2026-03-25T20:54:29.873Z] RENDERING SLUG: ac-not-cooling | schema_version: v2_goldstandard | page_type: symptom

[DB FETCH SUCCESS] ac-not-cooling | symptom | ROWS: 1

[DB FETCH SUCCESS] ac-not-cooling | diagnose | ROWS: 0

[DB FETCH SUCCESS] ac-not-cooling | diagnose | ROWS: 0

[DB FETCH SUCCESS] ac-not-cooling | symptom | ROWS: 1

[2026-03-25T20:54:30.117Z] RENDERING SLUG: ac-not-cooling | schema_version: v2_goldstandard | page_type: symptom

[DB FETCH SUCCESS] ac-not-cooling | symptom | ROWS: 1

[DB FETCH SUCCESS] ac-not-cooling | diagnose | ROWS: 0

[DB FETCH SUCCESS] ac-not-cooling | diagnose | ROWS: 0

[DB FETCH SUCCESS] ac-not-cooling | symptom | ROWS: 1

[2026-03-25T20:54:30.335Z] RENDERING SLUG: ac-not-cooling | schema_version: v2_goldstandard | page_type: symptom

[DB FETCH SUCCESS] ac-not-cooling | symptom | ROWS: 1

[DB CONNECTION] Connecting to: postgresql://neondb_owner:***@ep-solitary-darkness-anw3z5fo-pooler.c-6.us-east-1.aws.neon.tech/neondb?sslmode=require&channel_binding=require

[DB CONNECTION] Connecting to: postgresql://neondb_owner:***@ep-solitary-darkness-anw3z5fo-pooler.c-6.us-east-1.aws.neon.tech/neondb?sslmode=require&channel_binding=require

[DB FETCH SUCCESS] ac-not-cooling | diagnose | ROWS: 0

[DB FETCH SUCCESS] ac-not-cooling | diagnose | ROWS: 0

[DB FETCH SUCCESS] ac-not-cooling | symptom | ROWS: 1

[DB FETCH SUCCESS] ac-not-cooling | symptom | ROWS: 1

[2026-03-25T20:57:59.514Z] RENDERING SLUG: ac-not-cooling | schema_version: v2_goldstandard | page_type: symptom

[DB FETCH SUCCESS] ac-blowing-warm-air | diagnose | ROWS: 0

[DB FETCH SUCCESS] ac-blowing-warm-air | diagnose | ROWS: 0

[DB FETCH SUCCESS] ac-blowing-warm-air | symptom | ROWS: 1

[DB FETCH SUCCESS] ac-blowing-warm-air | symptom | ROWS: 1

[2026-03-25T20:58:20.618Z] RENDERING SLUG: ac-blowing-warm-air | schema_version: v2_goldstandard | page_type: symptom

[DB FETCH SUCCESS] ac-blowing-warm-air | diagnose | ROWS: 0

[DB FETCH SUCCESS] ac-blowing-warm-air | diagnose | ROWS: 0

[DB FETCH SUCCESS] ac-blowing-warm-air | symptom | ROWS: 1

[DB FETCH SUCCESS] ac-blowing-warm-air | symptom | ROWS: 1

[2026-03-25T20:59:18.961Z] RENDERING SLUG: ac-blowing-warm-air | schema_version: v2_goldstandard | page_type: symptom

[DB FETCH SUCCESS] ac-blowing-warm-air | diagnose | ROWS: 0

[DB FETCH SUCCESS] ac-blowing-warm-air | diagnose | ROWS: 0

[DB FETCH SUCCESS] ac-blowing-warm-air | symptom | ROWS: 1

[2026-03-25T21:04:16.398Z] RENDERING SLUG: ac-blowing-warm-air | schema_version: v2_goldstandard | page_type: symptom

[DB FETCH SUCCESS] ac-blowing-warm-air | symptom | ROWS: 1

[DB FETCH SUCCESS] ac-making-noise | diagnose | ROWS: 0

[DB FETCH SUCCESS] ac-making-noise | diagnose | ROWS: 0

[DB FETCH SUCCESS] ac-making-noise | symptom | ROWS: 1

[DB FETCH SUCCESS] ac-making-noise | symptom | ROWS: 1

[2026-03-25T21:05:28.574Z] RENDERING SLUG: ac-making-noise | schema_version: v2_goldstandard | page_type: symptom

[DB FETCH SUCCESS] ac-freezing-up | diagnose | ROWS: 0

[DB FETCH SUCCESS] ac-freezing-up | diagnose | ROWS: 0

[DB FETCH SUCCESS] ac-freezing-up | symptom | ROWS: 1

[DB FETCH SUCCESS] ac-freezing-up | symptom | ROWS: 1

[2026-03-25T21:05:54.473Z] RENDERING SLUG: ac-freezing-up | schema_version: v2_goldstandard | page_type: symptom

[DB CONNECTION] Connecting to: postgresql://neondb_owner:***@ep-solitary-darkness-anw3z5fo-pooler.c-6.us-east-1.aws.neon.tech/neondb?sslmode=require&channel_binding=require

[DB FETCH SUCCESS] ac-freezing-up | diagnose | ROWS: 0

[DB FETCH SUCCESS] ac-freezing-up | diagnose | ROWS: 0

[DB FETCH SUCCESS] ac-freezing-up | symptom | ROWS: 1

[DB FETCH SUCCESS] ac-freezing-up | symptom | ROWS: 1

[2026-03-25T21:42:18.424Z] RENDERING SLUG: ac-freezing-up | schema_version: v2_goldstandard | page_type: symptom

[DB CONNECTION] Connecting to: postgresql://neondb_owner:***@ep-solitary-darkness-anw3z5fo-pooler.c-6.us-east-1.aws.neon.tech/neondb?sslmode=require&channel_binding=require

[DB CONNECTION] Connecting to: postgresql://neondb_owner:***@ep-solitary-darkness-anw3z5fo-pooler.c-6.us-east-1.aws.neon.tech/neondb?sslmode=require&channel_binding=require

